latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
47.627415,-122.17464,179.0,-25200,America/Los_Angeles,GMT-7

time,temperature_2m_mean (°C),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h)
2020-04-16,9.8,48544.17,0.00,0.00,0.00,12.9
2020-04-17,10.7,39687.79,0.00,0.00,0.00,9.3
2020-04-18,9.8,20100.54,2.00,2.00,0.00,12.2
2020-04-19,10.3,34537.22,0.00,0.00,0.00,10.8
2020-04-20,10.5,48960.34,0.00,0.00,0.00,10.7
2020-04-21,9.5,11477.84,1.00,1.00,0.00,17.7
2020-04-22,9.5,646.44,13.70,13.70,0.00,14.6
2020-04-23,10.7,41531.45,9.20,9.20,0.00,10.6
2020-04-24,10.3,10833.63,0.70,0.70,0.00,8.4
2020-04-25,11.1,28800.00,6.90,6.90,0.00,24.1
2020-04-26,10.5,31044.13,1.40,1.40,0.00,13.5
2020-04-27,10.9,44554.66,5.40,5.40,0.00,27.3
2020-04-28,10.2,24232.33,0.00,0.00,0.00,11.8
2020-04-29,12.2,36172.60,1.10,1.10,0.00,18.4
2020-04-30,10.6,46653.94,0.60,0.60,0.00,21.4
2020-05-01,10.6,50351.71,0.50,0.50,0.00,8.8
2020-05-02,9.9,6170.99,12.10,12.10,0.00,22.9
2020-05-03,8.4,50400.00,1.90,1.90,0.00,18.2
2020-05-04,9.5,33424.35,0.60,0.60,0.00,10.5
2020-05-05,12.6,45594.20,2.10,2.10,0.00,13.8
2020-05-06,10.1,45697.59,6.50,6.50,0.00,24.7
2020-05-07,10.5,50410.15,0.00,0.00,0.00,16.1
2020-05-08,14.7,50400.00,0.00,0.00,0.00,12.6
2020-05-09,18.7,47314.12,0.00,0.00,0.00,13.6
2020-05-10,19.7,48152.70,0.00,0.00,0.00,14.2
2020-05-11,15.1,23089.61,3.10,3.10,0.00,20.3
2020-05-12,12.2,26317.62,8.00,8.00,0.00,19.1
2020-05-13,12.4,37646.02,2.10,2.10,0.00,17.2
2020-05-14,11.6,25338.14,7.70,7.70,0.00,12.6
2020-05-15,12.9,40086.32,0.30,0.30,0.00,11.4
2020-05-16,12.7,8774.56,5.00,5.00,0.00,11.0
2020-05-17,13.2,40489.66,9.00,9.00,0.00,10.5
2020-05-18,12.9,49699.06,0.00,0.00,0.00,13.2
2020-05-19,12.8,20859.13,0.20,0.20,0.00,11.2
2020-05-20,11.8,5103.07,3.70,3.70,0.00,14.7
2020-05-21,9.1,17213.55,17.20,17.20,0.00,14.4
2020-05-22,10.6,44467.05,3.20,3.20,0.00,21.4
2020-05-23,11.2,34342.01,0.30,0.30,0.00,10.1
2020-05-24,13.1,44573.37,0.00,0.00,0.00,11.5
2020-05-25,12.6,2422.53,9.90,9.90,0.00,14.2
2020-05-26,12.5,32873.75,0.80,0.80,0.00,10.7
2020-05-27,13.4,54175.24,0.00,0.00,0.00,11.4
2020-05-28,16.1,44661.77,0.00,0.00,0.00,11.2
2020-05-29,16.1,53196.55,0.00,0.00,0.00,13.7
2020-05-30,11.8,6692.83,14.70,14.70,0.00,15.9
2020-05-31,11.0,16562.65,7.40,7.40,0.00,17.7
2020-06-01,12.7,47262.63,0.00,0.00,0.00,10.8
2020-06-02,12.0,31616.18,0.40,0.40,0.00,13.0
2020-06-03,12.5,41758.41,0.00,0.00,0.00,11.0
2020-06-04,13.4,29125.17,0.00,0.00,0.00,13.8
2020-06-05,12.6,23458.90,2.20,2.20,0.00,11.3
2020-06-06,11.7,47287.32,11.40,11.40,0.00,14.9
2020-06-07,11.4,43037.73,11.10,11.10,0.00,16.1
2020-06-08,12.0,39931.71,1.50,1.50,0.00,19.2
2020-06-09,12.7,4424.68,17.90,17.90,0.00,14.8
2020-06-10,15.5,34727.65,1.40,1.40,0.00,14.3
2020-06-11,14.9,24887.78,5.10,5.10,0.00,8.9
2020-06-12,13.2,19666.51,3.80,3.80,0.00,14.6
2020-06-13,11.6,34072.49,4.70,4.70,0.00,18.4
2020-06-14,12.1,42428.38,1.50,1.50,0.00,15.6
2020-06-15,11.8,7904.16,9.50,9.50,0.00,19.1
2020-06-16,12.2,40284.02,1.50,1.50,0.00,11.5
2020-06-17,13.9,45647.57,0.00,0.00,0.00,12.0
2020-06-18,15.3,54333.20,0.00,0.00,0.00,12.5
2020-06-19,17.8,39625.29,0.00,0.00,0.00,9.4
2020-06-20,17.4,28901.94,3.70,3.70,0.00,19.9
2020-06-21,15.6,39257.59,0.60,0.60,0.00,12.1
2020-06-22,16.5,55582.25,0.00,0.00,0.00,11.7
2020-06-23,18.1,46520.92,0.00,0.00,0.00,13.3
2020-06-24,17.5,45885.29,1.30,1.30,0.00,16.8
2020-06-25,17.6,51237.01,0.00,0.00,0.00,11.4
2020-06-26,17.9,44180.80,0.40,0.40,0.00,14.5
2020-06-27,13.3,9564.62,7.50,7.50,0.00,14.3
2020-06-28,13.9,37197.01,8.80,8.80,0.00,16.9
2020-06-29,15.5,41072.17,0.00,0.00,0.00,18.9
2020-06-30,13.9,4272.60,3.10,3.10,0.00,18.7
2020-07-01,13.4,10158.75,2.20,2.20,0.00,19.6
2020-07-02,14.3,38978.08,0.50,0.50,0.00,22.1
2020-07-03,14.4,7229.30,0.70,0.70,0.00,15.4
2020-07-04,14.8,44343.69,0.00,0.00,0.00,10.1
2020-07-05,15.8,54000.00,0.00,0.00,0.00,11.3
2020-07-06,15.6,41884.00,0.10,0.10,0.00,14.0
2020-07-07,14.3,27264.04,2.60,2.60,0.00,18.3
2020-07-08,16.1,41534.88,0.70,0.70,0.00,8.8
2020-07-09,15.6,33408.71,4.00,4.00,0.00,13.0
2020-07-10,16.5,53978.61,0.70,0.70,0.00,10.4
2020-07-11,15.3,20599.95,0.20,0.20,0.00,17.8
2020-07-12,15.5,39191.49,1.90,1.90,0.00,15.7
2020-07-13,15.6,54180.08,0.00,0.00,0.00,12.1
2020-07-14,17.0,54159.05,0.00,0.00,0.00,12.7
2020-07-15,19.0,53755.91,0.00,0.00,0.00,11.5
2020-07-16,19.2,46790.82,0.20,0.20,0.00,14.5
2020-07-17,15.9,23672.54,4.80,4.80,0.00,11.3
2020-07-18,17.9,53663.92,0.00,0.00,0.00,14.9
2020-07-19,19.0,53534.18,0.00,0.00,0.00,13.4
2020-07-20,20.3,53473.27,0.00,0.00,0.00,11.3
2020-07-21,21.0,53410.31,0.00,0.00,0.00,14.4
2020-07-22,17.9,13653.14,1.00,1.00,0.00,9.8
2020-07-23,16.7,22156.04,0.60,0.60,0.00,12.1
2020-07-24,15.9,32790.50,2.60,2.60,0.00,12.3
2020-07-25,16.6,53139.14,0.00,0.00,0.00,13.4
2020-07-26,19.4,53066.83,0.00,0.00,0.00,12.7
2020-07-27,22.0,52762.59,0.00,0.00,0.00,10.7
2020-07-28,20.6,52917.18,0.00,0.00,0.00,10.9
2020-07-29,19.7,52574.21,0.00,0.00,0.00,11.0
2020-07-30,20.8,52228.54,0.00,0.00,0.00,13.8
2020-07-31,20.9,50400.00,0.00,0.00,0.00,13.8
2020-08-01,17.8,45727.47,0.00,0.00,0.00,9.6
2020-08-02,19.3,51208.89,0.00,0.00,0.00,11.2
2020-08-03,19.0,44111.20,0.00,0.00,0.00,11.9
2020-08-04,19.4,51286.68,0.00,0.00,0.00,12.7
2020-08-05,19.6,50956.77,0.00,0.00,0.00,9.8
2020-08-06,15.1,16613.23,12.40,12.40,0.00,22.2
2020-08-07,16.8,45776.20,1.40,1.40,0.00,11.5
2020-08-08,15.8,16828.84,2.50,2.50,0.00,7.7
2020-08-09,16.5,50234.06,0.00,0.00,0.00,13.7
2020-08-10,17.7,50200.61,0.00,0.00,0.00,11.6
2020-08-11,16.8,50076.49,0.00,0.00,0.00,12.2
2020-08-12,15.2,28177.53,0.10,0.10,0.00,10.0
2020-08-13,15.6,49918.11,0.00,0.00,0.00,11.4
2020-08-14,17.0,49838.75,0.00,0.00,0.00,15.0
2020-08-15,19.3,49759.35,0.00,0.00,0.00,13.2
2020-08-16,23.6,45317.05,0.00,0.00,0.00,12.1
2020-08-17,23.0,49316.39,0.00,0.00,0.00,14.4
2020-08-18,19.2,49521.45,0.00,0.00,0.00,13.0
2020-08-19,19.9,46407.30,0.00,0.00,0.00,14.1
2020-08-20,19.7,38231.07,3.30,3.30,0.00,13.5
2020-08-21,18.1,23050.00,4.60,4.60,0.00,21.1
2020-08-22,16.4,38953.02,8.40,8.40,0.00,14.8
2020-08-23,15.7,48799.87,0.00,0.00,0.00,12.2
2020-08-24,15.8,47201.06,0.00,0.00,0.00,8.9
2020-08-25,16.1,46584.67,0.00,0.00,0.00,11.4
2020-08-26,16.4,47521.88,0.00,0.00,0.00,14.1
2020-08-27,16.7,47441.91,0.00,0.00,0.00,11.2
2020-08-28,16.9,46664.88,0.00,0.00,0.00,13.2
2020-08-29,15.7,13131.89,0.00,0.00,0.00,10.9
2020-08-30,15.6,36502.74,0.10,0.10,0.00,17.1
2020-08-31,15.3,38443.77,0.30,0.30,0.00,10.0
2020-09-01,18.3,45762.90,0.00,0.00,0.00,9.8
2020-09-02,18.2,45422.66,0.00,0.00,0.00,17.7
2020-09-03,17.9,45478.30,0.00,0.00,0.00,13.2
2020-09-04,18.8,44850.47,0.00,0.00,0.00,13.4
2020-09-05,16.8,38191.02,0.10,0.10,0.00,11.9
2020-09-06,17.1,41417.80,0.00,0.00,0.00,10.2
2020-09-07,18.6,36790.91,0.00,0.00,0.00,20.6
2020-09-08,17.7,44049.11,0.00,0.00,0.00,16.0
2020-09-09,19.0,43765.38,0.00,0.00,0.00,14.6
2020-09-10,20.3,43482.54,0.00,0.00,0.00,9.8
2020-09-11,18.4,43200.85,0.00,0.00,0.00,11.0
2020-09-12,16.3,43261.26,0.00,0.00,0.00,12.1
2020-09-13,15.5,29992.23,0.00,0.00,0.00,6.8
2020-09-14,17.5,33883.28,0.00,0.00,0.00,7.9
2020-09-15,19.1,35327.95,3.70,3.70,0.00,11.2
2020-09-16,18.4,33237.84,0.00,0.00,0.00,7.6
2020-09-17,17.4,36575.45,0.00,0.00,0.00,10.5
2020-09-18,16.3,3423.67,5.80,5.80,0.00,10.9
2020-09-19,15.9,24763.51,4.00,4.00,0.00,14.6
2020-09-20,15.8,39780.94,2.50,2.50,0.00,8.3
2020-09-21,15.2,21600.00,0.80,0.80,0.00,8.3
2020-09-22,16.5,29951.65,2.10,2.10,0.00,12.4
2020-09-23,14.8,0.00,41.30,41.30,0.00,25.0
2020-09-24,14.0,25994.21,12.90,12.90,0.00,25.5
2020-09-25,12.6,21567.60,26.20,26.20,0.00,27.1
2020-09-26,12.4,34209.69,4.60,4.60,0.00,16.9
2020-09-27,13.2,40695.45,0.10,0.10,0.00,10.1
2020-09-28,13.9,41898.37,0.00,0.00,0.00,8.9
2020-09-29,15.1,35486.60,0.00,0.00,0.00,8.2
2020-09-30,15.7,41494.32,0.00,0.00,0.00,8.2
2020-10-01,14.8,28994.22,0.00,0.00,0.00,7.7
2020-10-02,15.1,23949.53,0.00,0.00,0.00,6.2
2020-10-03,15.2,22248.04,0.10,0.10,0.00,6.0
2020-10-04,14.3,358.55,0.50,0.50,0.00,5.9
2020-10-05,14.3,28460.60,0.00,0.00,0.00,8.8
2020-10-06,13.7,31434.12,0.00,0.00,0.00,8.9
2020-10-07,13.7,25758.58,0.00,0.00,0.00,6.7
2020-10-08,14.9,22983.45,1.00,1.00,0.00,16.6
2020-10-09,15.1,11445.00,4.50,4.50,0.00,18.4
2020-10-10,12.0,24405.54,24.00,24.00,0.00,26.7
2020-10-11,10.7,0.00,19.50,19.50,0.00,30.3
2020-10-12,11.6,25200.00,7.10,7.10,0.00,32.2
2020-10-13,12.0,25200.00,16.80,16.80,0.00,35.9
2020-10-14,10.8,31386.32,0.60,0.60,0.00,15.0
2020-10-15,10.3,28554.18,0.00,0.00,0.00,8.4
2020-10-16,12.9,20722.98,1.60,1.60,0.00,31.6
2020-10-17,11.2,0.00,3.20,3.20,0.00,15.4
2020-10-18,12.4,4905.66,8.40,8.40,0.00,22.4
2020-10-19,11.1,9518.65,5.20,5.20,0.00,15.6
2020-10-20,10.4,20306.45,0.30,0.30,0.00,8.5
2020-10-21,7.8,27364.38,6.60,6.60,0.00,10.3
2020-10-22,6.3,35404.96,0.20,0.20,0.00,7.8
2020-10-23,5.9,0.00,5.50,5.50,0.00,17.4
2020-10-24,5.6,22973.43,0.10,0.10,0.00,14.0
2020-10-25,3.0,35780.04,0.00,0.00,0.00,10.7
2020-10-26,4.4,7526.55,0.00,0.00,0.00,6.3
2020-10-27,7.4,24964.43,0.00,0.00,0.00,9.8
2020-10-28,9.9,16072.08,0.00,0.00,0.00,11.3
2020-10-29,10.5,27398.22,0.20,0.20,0.00,12.3
2020-10-30,9.8,35275.47,2.90,2.90,0.00,25.9
2020-10-31,6.7,34761.88,0.00,0.00,0.00,9.2
2020-11-01,7.0,35083.01,0.00,0.00,0.00,8.6
2020-11-02,8.5,31941.09,0.00,0.00,0.00,9.2
2020-11-03,9.3,34.84,22.90,22.90,0.00,12.8
2020-11-04,14.0,3786.61,16.00,16.00,0.00,28.6
2020-11-05,10.1,0.00,6.70,6.70,0.00,27.8
2020-11-06,6.8,27722.97,0.60,0.60,0.00,18.3
2020-11-07,3.8,21719.75,2.20,2.20,0.00,13.0
2020-11-08,3.1,33461.62,0.00,0.00,0.00,14.5
2020-11-09,1.6,0.00,1.50,1.50,0.00,14.1
2020-11-10,4.3,7570.38,6.50,6.50,0.00,20.3
2020-11-11,3.4,29177.96,0.30,0.30,0.00,7.3
2020-11-12,4.6,1662.98,9.70,9.70,0.00,17.4
2020-11-13,6.4,21705.85,19.50,19.50,0.00,30.2
2020-11-14,5.3,7123.50,10.50,10.50,0.00,21.2
2020-11-15,7.4,30794.83,4.30,4.30,0.00,23.8
2020-11-16,6.7,0.00,13.00,13.00,0.00,13.6
2020-11-17,10.4,0.00,17.80,17.80,0.00,32.9
2020-11-18,6.4,0.00,9.50,9.50,0.00,23.9
2020-11-19,5.8,28529.97,3.80,3.80,0.00,20.9
2020-11-20,6.4,2405.03,1.60,1.60,0.00,14.1
2020-11-21,6.4,25200.00,0.50,0.50,0.00,11.1
2020-11-22,4.6,2293.06,2.50,2.50,0.00,9.5
2020-11-23,5.1,13643.55,4.70,4.50,0.14,15.2
2020-11-24,6.4,0.00,5.60,5.60,0.00,26.3
2020-11-25,5.0,19802.77,6.20,6.20,0.00,16.6
2020-11-26,6.0,6499.90,1.20,1.20,0.00,13.5
2020-11-27,7.1,20520.58,0.20,0.20,0.00,13.7
2020-11-28,5.7,15288.59,5.10,5.10,0.00,15.0
2020-11-29,4.8,28800.00,0.00,0.00,0.00,12.8
2020-11-30,5.9,25291.96,6.10,6.10,0.00,33.4
2020-12-01,3.2,28800.00,0.00,0.00,0.00,9.4
2020-12-02,3.4,28800.00,0.00,0.00,0.00,10.1
2020-12-03,4.5,15290.41,0.00,0.00,0.00,10.3
2020-12-04,3.8,28800.00,0.00,0.00,0.00,11.4
2020-12-05,5.6,28800.00,0.00,0.00,0.00,17.3
2020-12-06,7.0,13709.77,0.10,0.10,0.00,12.8
2020-12-07,6.6,13597.02,0.20,0.20,0.00,12.7
2020-12-08,8.4,0.00,14.30,14.30,0.00,21.3
2020-12-09,6.2,10490.68,3.50,3.50,0.00,15.1
2020-12-10,2.7,3978.72,0.50,0.50,0.00,15.5
2020-12-11,3.1,28621.63,2.40,2.40,0.00,14.9
2020-12-12,1.4,28800.00,0.00,0.00,0.00,16.6
2020-12-13,3.2,3600.00,6.10,6.10,0.00,18.6
2020-12-14,4.8,12825.65,3.00,3.00,0.00,16.6
2020-12-15,5.1,3922.00,9.00,9.00,0.00,23.2
2020-12-16,6.2,0.00,15.80,15.80,0.00,28.3
2020-12-17,6.1,17031.83,7.10,7.10,0.00,29.7
2020-12-18,6.3,0.00,12.90,12.90,0.00,26.3
2020-12-19,7.0,983.14,18.10,18.10,0.00,25.6
2020-12-20,8.4,0.00,2.10,2.10,0.00,26.3
2020-12-21,6.2,0.00,35.80,33.60,1.54,34.6
2020-12-22,2.8,28743.43,0.30,0.30,0.00,15.6
2020-12-23,-0.4,22597.55,0.00,0.00,0.00,8.6
2020-12-24,1.8,28697.87,0.00,0.00,0.00,11.6
2020-12-25,3.9,514.78,9.00,9.00,0.00,21.3
2020-12-26,5.2,10689.76,5.20,5.20,0.00,26.7
2020-12-27,4.0,1999.35,3.80,3.80,0.00,10.8
2020-12-28,1.0,28637.79,0.00,0.00,0.00,8.5
2020-12-29,2.4,2114.37,4.40,4.40,0.00,9.7
2020-12-30,4.4,6644.65,17.10,17.10,0.00,21.3
2020-12-31,7.0,1265.09,11.30,11.30,0.00,25.8
2021-01-01,6.7,2755.52,14.30,14.30,0.00,22.7
2021-01-02,6.9,0.00,42.40,42.40,0.00,33.2
2021-01-03,5.0,17821.46,20.00,20.00,0.00,23.1
2021-01-04,5.7,3600.00,20.90,20.90,0.00,29.3
2021-01-05,4.9,0.00,11.80,11.80,0.00,18.2
2021-01-06,5.9,10965.96,6.30,6.30,0.00,20.7
2021-01-07,5.4,12268.89,0.00,0.00,0.00,21.2
2021-01-08,6.0,3352.73,4.60,4.60,0.00,20.7
2021-01-09,2.6,24046.68,0.00,0.00,0.00,13.5
2021-01-10,5.0,8262.44,5.00,5.00,0.00,11.0
2021-01-11,5.1,0.00,25.70,25.70,0.00,20.2
2021-01-12,8.2,0.00,40.20,40.20,0.00,26.0
2021-01-13,6.7,26075.77,11.50,11.50,0.00,42.1
2021-01-14,5.3,22811.26,0.00,0.00,0.00,14.0
2021-01-15,6.5,19612.09,3.60,3.60,0.00,12.2
2021-01-16,3.7,8326.20,0.00,0.00,0.00,6.5
2021-01-17,6.0,24100.78,1.60,1.60,0.00,14.2
2021-01-18,3.8,30867.27,0.00,0.00,0.00,9.3
2021-01-19,2.6,31019.15,0.00,0.00,0.00,7.4
2021-01-20,3.4,21159.61,0.00,0.00,0.00,5.3
2021-01-21,4.0,1634.60,3.20,3.20,0.00,8.4
2021-01-22,2.3,24707.39,0.00,0.00,0.00,12.9
2021-01-23,0.0,31863.69,0.00,0.00,0.00,9.7
2021-01-24,1.7,0.00,4.90,4.90,0.00,12.3
2021-01-25,2.2,31964.53,2.10,2.00,0.07,16.5
2021-01-26,1.3,17902.69,0.30,0.30,0.00,20.4
2021-01-27,3.1,16617.45,5.60,2.50,2.17,21.3
2021-01-28,2.8,23085.07,5.30,5.30,0.00,8.9
2021-01-29,3.3,22079.35,0.80,0.80,0.00,9.6
2021-01-30,4.2,0.00,13.40,13.10,0.21,12.1
2021-01-31,5.9,0.00,8.80,8.80,0.00,17.8
2021-02-01,6.0,0.00,24.20,24.20,0.00,9.2
2021-02-02,4.1,6099.49,12.60,12.60,0.00,22.9
2021-02-03,4.2,26783.70,1.60,1.60,0.00,12.8
2021-02-04,4.8,0.00,6.00,6.00,0.00,29.8
2021-02-05,7.2,26586.57,4.30,4.30,0.00,32.8
2021-02-06,5.9,9019.99,1.20,1.20,0.00,30.0
2021-02-07,4.4,26182.87,3.40,3.40,0.00,15.8
2021-02-08,2.1,28313.13,0.90,0.90,0.00,11.9
2021-02-09,0.9,32400.00,0.00,0.00,0.00,6.6
2021-02-10,0.3,29366.16,0.00,0.00,0.00,7.9
2021-02-11,-0.7,0.00,1.60,0.00,1.12,10.3
2021-02-12,-2.2,3733.31,2.20,0.00,1.54,17.0
2021-02-13,-3.0,0.00,17.40,0.10,12.11,20.6
2021-02-14,-1.1,0.00,10.20,3.40,4.76,16.1
2021-02-15,1.9,0.00,14.50,14.30,0.14,17.2
2021-02-16,3.4,31327.75,2.50,2.50,0.00,11.3
2021-02-17,2.7,32515.13,1.00,1.00,0.00,9.6
2021-02-18,2.4,0.00,3.90,3.90,0.00,16.1
2021-02-19,4.6,25348.72,3.20,3.20,0.00,20.3
2021-02-20,4.6,22910.91,1.70,1.70,0.00,20.1
2021-02-21,6.9,0.00,3.80,3.80,0.00,31.4
2021-02-22,7.1,9833.06,23.80,23.80,0.00,28.5
2021-02-23,3.4,36652.68,5.70,5.70,0.00,15.2
2021-02-24,2.7,32360.38,0.20,0.20,0.00,9.2
2021-02-25,3.9,16270.43,5.60,5.50,0.07,31.9
2021-02-26,3.9,35199.77,5.70,5.50,0.14,28.3
2021-02-27,3.2,25002.07,2.10,0.90,0.84,13.6
2021-02-28,5.7,0.00,1.00,1.00,0.00,13.8
2021-03-01,6.3,26430.57,0.00,0.00,0.00,13.2
2021-03-02,4.9,23042.58,0.00,0.00,0.00,8.9
2021-03-03,4.9,39129.99,0.00,0.00,0.00,8.7
2021-03-04,5.2,22690.93,9.70,9.70,0.00,13.8
2021-03-05,6.2,0.00,3.30,3.30,0.00,21.6
2021-03-06,5.5,31606.07,0.80,0.80,0.00,20.3
2021-03-07,4.4,34791.89,7.70,7.30,0.28,25.0
2021-03-08,3.8,31654.80,0.00,0.00,0.00,13.0
2021-03-09,3.6,24796.72,1.00,1.00,0.00,9.4
2021-03-10,3.7,38455.03,0.00,0.00,0.00,13.4
2021-03-11,4.0,37928.53,0.00,0.00,0.00,9.4
2021-03-12,4.2,39785.18,0.00,0.00,0.00,8.6
2021-03-13,5.4,38306.48,0.00,0.00,0.00,10.8
2021-03-14,4.4,0.00,11.50,11.00,0.35,12.8
2021-03-15,3.4,35012.10,0.90,0.90,0.00,12.6
2021-03-16,2.5,40906.03,0.00,0.00,0.00,9.3
2021-03-17,4.4,38964.73,0.00,0.00,0.00,8.2
2021-03-18,5.1,7568.84,4.80,4.80,0.00,19.1
2021-03-19,7.3,32836.61,4.30,4.30,0.00,21.7
2021-03-20,5.6,20660.67,16.40,16.40,0.00,18.4
2021-03-21,4.4,672.37,4.00,4.00,0.00,20.4
2021-03-22,5.0,34433.45,5.40,5.40,0.00,22.7
2021-03-23,5.3,31362.37,0.20,0.20,0.00,7.4
2021-03-24,5.2,0.00,11.20,11.20,0.00,21.5
2021-03-25,6.3,36000.00,5.00,5.00,0.00,15.2
2021-03-26,5.9,27620.13,0.00,0.00,0.00,15.0
2021-03-27,7.5,24518.00,0.00,0.00,0.00,10.2
2021-03-28,4.7,1337.95,15.70,15.50,0.14,36.3
2021-03-29,3.7,44006.44,0.10,0.10,0.00,13.4
2021-03-30,4.1,43965.29,0.00,0.00,0.00,9.2
2021-03-31,5.6,41411.42,0.00,0.00,0.00,9.9
2021-04-01,6.7,41729.80,0.00,0.00,0.00,10.5
2021-04-02,6.5,28943.55,0.00,0.00,0.00,11.2
2021-04-03,7.6,12913.84,0.30,0.30,0.00,12.3
2021-04-04,5.2,20728.06,2.40,2.40,0.00,14.0
2021-04-05,4.9,44178.13,0.00,0.00,0.00,9.1
2021-04-06,5.9,43680.45,0.00,0.00,0.00,9.5
2021-04-07,5.1,1389.05,4.50,4.50,0.00,22.5
2021-04-08,5.9,41352.10,6.70,6.70,0.00,20.1
2021-04-09,4.7,20321.93,1.10,1.10,0.00,25.1
2021-04-10,4.7,41216.50,6.10,5.90,0.14,26.0
2021-04-11,3.9,46099.14,0.00,0.00,0.00,16.5
2021-04-12,5.9,46183.36,0.00,0.00,0.00,18.8
2021-04-13,7.7,47739.25,0.00,0.00,0.00,22.4
2021-04-14,8.5,47770.39,0.00,0.00,0.00,15.9
2021-04-15,10.8,48151.14,0.00,0.00,0.00,11.1
2021-04-16,12.5,48533.79,0.00,0.00,0.00,11.2
2021-04-17,13.2,48974.81,0.00,0.00,0.00,8.6
2021-04-18,13.6,49166.25,0.00,0.00,0.00,12.1
2021-04-19,12.9,49357.51,0.00,0.00,0.00,10.1
2021-04-20,11.6,49496.75,0.00,0.00,0.00,12.2
2021-04-21,11.4,49603.84,0.00,0.00,0.00,10.1
2021-04-22,10.1,37997.75,0.00,0.00,0.00,10.3
2021-04-23,10.1,35485.78,0.50,0.50,0.00,14.7
2021-04-24,7.4,0.00,12.40,12.40,0.00,12.4
2021-04-25,8.3,26982.62,7.10,7.10,0.00,15.9
2021-04-26,9.3,47277.13,0.70,0.70,0.00,11.7
2021-04-27,9.9,22088.40,0.00,0.00,0.00,12.3
2021-04-28,11.2,27847.88,0.00,0.00,0.00,8.3
2021-04-29,13.3,41840.49,0.00,0.00,0.00,16.3
2021-04-30,12.0,28800.00,2.30,2.30,0.00,20.9
2021-05-01,9.9,21275.40,4.00,4.00,0.00,10.3
2021-05-02,9.6,46566.72,0.50,0.50,0.00,9.7
2021-05-03,8.7,8543.82,4.50,4.50,0.00,12.6
2021-05-04,11.1,43137.52,1.10,1.10,0.00,14.5
2021-05-05,12.2,39783.93,0.00,0.00,0.00,11.2
2021-05-06,12.4,23117.02,2.00,2.00,0.00,24.3
2021-05-07,8.1,39473.87,6.90,6.90,0.00,16.0
2021-05-08,8.7,28031.96,0.40,0.40,0.00,15.1
2021-05-09,10.7,46536.13,0.30,0.30,0.00,13.8
2021-05-10,10.5,50400.00,0.00,0.00,0.00,13.5
2021-05-11,11.9,49475.84,0.00,0.00,0.00,11.2
2021-05-12,13.2,48547.19,0.10,0.10,0.00,15.1
2021-05-13,13.1,44681.20,0.00,0.00,0.00,12.5
2021-05-14,13.8,51307.98,0.00,0.00,0.00,13.5
2021-05-15,13.7,51099.98,0.00,0.00,0.00,13.2
2021-05-16,14.9,50886.30,0.00,0.00,0.00,12.0
2021-05-17,11.6,6994.58,3.40,3.40,0.00,24.8
2021-05-18,9.2,50409.17,10.10,10.10,0.00,25.3
2021-05-19,8.6,46246.07,3.00,3.00,0.00,14.1
2021-05-20,9.2,37833.51,1.70,1.70,0.00,9.3
2021-05-21,10.9,41839.72,0.00,0.00,0.00,11.5
2021-05-22,11.9,40099.13,0.00,0.00,0.00,9.7
2021-05-23,12.0,27.91,1.10,1.10,0.00,18.4
2021-05-24,11.0,14159.53,6.80,6.80,0.00,16.8
2021-05-25,13.0,43426.96,0.60,0.60,0.00,12.6
2021-05-26,12.5,42553.73,0.00,0.00,0.00,12.2
2021-05-27,10.9,26492.32,15.30,15.30,0.00,28.9
2021-05-28,11.6,53351.52,0.50,0.50,0.00,19.9
2021-05-29,12.4,54673.21,0.00,0.00,0.00,12.0
2021-05-30,13.5,40781.74,0.00,0.00,0.00,10.7
2021-05-31,16.3,47016.86,0.00,0.00,0.00,13.5
2021-06-01,19.0,53997.48,0.00,0.00,0.00,11.4
2021-06-02,19.6,55237.89,0.00,0.00,0.00,13.8
2021-06-03,17.7,52742.54,0.00,0.00,0.00,16.1
2021-06-04,15.2,50293.68,0.00,0.00,0.00,14.9
2021-06-05,12.3,51108.21,19.30,19.30,0.00,24.7
2021-06-06,9.4,12624.65,9.30,9.30,0.00,15.8
2021-06-07,10.4,37988.69,10.40,10.40,0.00,16.2
2021-06-08,12.2,52342.64,0.30,0.30,0.00,14.1
2021-06-09,12.5,55913.62,0.10,0.10,0.00,11.9
2021-06-10,12.6,46911.46,0.80,0.80,0.00,17.1
2021-06-11,12.6,18288.50,4.60,4.60,0.00,10.9
2021-06-12,15.8,44747.01,1.20,1.20,0.00,8.7
2021-06-13,15.0,2036.46,26.20,26.20,0.00,9.0
2021-06-14,14.7,26565.21,4.10,4.10,0.00,10.1
2021-06-15,14.2,54665.64,1.20,1.20,0.00,17.7
2021-06-16,14.6,45317.09,0.10,0.10,0.00,13.0
2021-06-17,15.6,54258.10,0.00,0.00,0.00,12.1
2021-06-18,15.3,56370.95,0.00,0.00,0.00,14.1
2021-06-19,16.2,54742.00,0.00,0.00,0.00,12.3
2021-06-20,18.2,54000.00,0.00,0.00,0.00,15.5
2021-06-21,20.4,54754.37,0.00,0.00,0.00,10.0
2021-06-22,19.4,55988.17,0.00,0.00,0.00,14.0
2021-06-23,17.3,44900.38,0.00,0.00,0.00,10.8
